代號, 名稱,divavg, y18, y17, y16, y15, y14
8450, 霹靂,1.352,0.8,0,2,2.56,1.4
8454, 富邦媒,8.096,9,8,8,7,8.48
8455, 大拓-KY,0.096,0.17,0.11,0.12,0.08, nan
8462, 柏文,2.328,5.29,3.42,1.06,1.87, nan
8463, 潤泰材,1.158,0.7,0.83,1.1,1,2.16
8464, 億豐,7.616,10,10,10,8.08, nan
8466, 美吉吉-KY,3.2,3,6,7, nan, nan
8467, 波力-KY,1.508,2.5,1.5,1.54,2, nan
8472, 夠麻吉,1.654,0.55,1,2.77,3.95, nan
8473, 山林水,2.352,2.56,3,3.2,3, nan
8476, 台境,0.2,0,0,1, nan, nan
8477, 創業家,1.306,1.88,0.82,2.38,1.45, nan
8478, 東哥遊艇,0.944,2,2.07,0.65, nan, nan
8480, 泰昇-KY,3.06,5.3,4,6, nan, nan
8481, 政伸,1.64,3,3,2.2, nan, nan
8482, 商億-KY,1.6,8, nan, nan, nan, nan
8488, 吉源-KY,0.74,0.5,1.2,2, nan, nan
8489, 三貝德,2.32,5,5,1.6, nan, nan
8497, 格威傳媒,1.88,3.5,3,2.9, nan, nan
8499, 鼎炫-KY,2.01,5,5.05, nan, nan, nan
8905, 裕國,0.94,1,1,1,0.7,1
8906, 花王,0.022,0.11,0, nan, nan, nan
8908, 欣雄,0.856,0.9,0.78,1.2,0.6,0.8
8916, 光隆,3.182,3.37,2.99,3.58,3,2.97
8917, 欣泰,1.366,2.1,1.5,1.23,1,1
8921, 沈氏,0.632,0.35,0.26,0.79,0.76,1
8923, 時報,0.87,0.85,0.9,0.9,0.85,0.85
8924, 大田,0.92,1.2,3.4, nan, nan, nan
8926, 台汽電,1.38,1.5,1.3,1.2,1.3,1.6
8927, 北基,0.062,0.2,0.11, nan, nan, nan
8928, 鉅明,1.8,1.5,1.5,1.5,2.5,2
8929, 富堡,1.12,0.7,1.5,1.5,0.7,1.2
8930, 青鋼,0.5,0.6,0.7,0.7, nan,0.5
8931, 大汽電,0.64,0.6,0.9,0.8,0.4,0.5
8932, 宏大,0.12,0.6,0, nan, nan, nan
8933, 愛地雅,0.22,0,0,0.2,0.5,0.4
8934, 衡平,0,0,0, nan, nan,0
8935, 邦泰,0,0,0, nan, nan, nan
8936, 國統,0.54,0.1,0, nan,0.5,2.1
8937, 合騏,0.092,0.11,0, nan,0.11,0.24
8938, 明安,1.46,2.2,2.6,1.3,0.7,0.5
8940, 新天地,0,0,0, nan, nan, nan
8941, 關中,3.2,3,8,3,1.5,0.5
8942, 森鉅,4.766,5.56,3.02,5.25,6,4
8996, 高力,1.74,2,1,3,1.5,1.2
9802, 鈺齊-KY,3.08,3.63,4.11,3.19,2,2.47
9902, 台火,0.1,0.3,0, nan,0.2, nan
9904, 寶成,1.6,1.5,2,1.5,1.5,1.5
9905, 大華,1.54,1,1.7,1.5,1.5,2
9906, 欣巴巴,0,0,0,0, nan, nan
9907, 統一實,0.424,0.47,0.5,0.38,0.32,0.45
9908, 大台北,1.04,1.1,1.1,1,1,1
9910, 豐泰,5.12,6.7,5,5.2,5,3.7
9911, 櫻花,2.07,2.65,2.6,2.5,1.3,1.3
9912, 偉聯,0.2,0, nan, nan, nan,1
9914, 美利達,4.36,3.5,2,4,5.5,6.8
9917, 中保科,3.9,4,4,3.5,4,4
9918, 欣天然,1.16,1.15,1.2,1.15,1.2,1.1
9919, 康那香,0.28,0.2,0.35,0.2,0.3,0.35
9921, 巨大,5.18,4.6,3.5,5,6.2,6.6
9924, 福興,2.4,2.4,2,2.8,2.8,2
9925, 新保,1.98,2,2,2,2,1.9
9926, 新海,1.44,1.5,1.6,1.6,1.3,1.2
9927, 泰銘,2.276,1.38,3,2.5,2,2.5
9928, 中視,0,0, nan,0, nan, nan
9929, 秋雨,0,0, nan, nan, nan, nan
9930, 中聯資源,2.7,2,1,2.8,3.5,4.2
9931, 欣高,1.2,1.3,1.2,1.2,1,1.3
9933, 中鼎,2.542,2.25,3.23,2.6,2.4,2.23
9934, 成霖,1.096,1.3,1.5,0.98,1.2,0.5
9935, 慶豐富,0.066,0.33,0, nan, nan, nan
9937, 全國,1.72,2,2,2,1.4,1.2
9938, 百和,2.52,2.6,3,3,2,2
9939, 宏全,2.3,2.3,2.5,2.5,2,2.2
9940, 信義,1.3,1.3,2.5,1,0.7,1
9941, 裕融,5.21,5.5,5.9,4.81,4.74,5.1
9942, 茂順,4.08,4.2,4.2,4,4,4
9943, 好樂迪,4.28,5.4,4,4,4,4
9944, 新麗,0.258,0,0.3,0.3,0.3,0.39
9945, 潤泰新,1.6,2,2,0, nan,4
9946, 三發地產,0.48,0.3,0.6,0.5,1,0
9949, 琉園,0.06,0,0, nan, nan,0.3
9950, 萬國通,0.216,0,0,0.3,0.34,0.44
9951, 皇田,5.24,4.2,5.3,5.8,5.5,5.4
9955, 佳龍,0,0, nan, nan, nan, nan
9958, 世紀鋼,0.28,0.3,0.3,0.3,0.4,0.1
9960, 邁達康,0.43,0.45,0,0.4,0.5,0.8
9962, 有益,0.47,0.9,0.65,0.6, nan,0.2
#! Qfresh = 19Q3,,,,,,,
#! since = 14,,,,,,,
#! table = div,,,,,,,
#! field = 現金股利,,,,,,,
