代號, 名稱, y18, y17, y16, y15, y14
2897, 王道銀行,0,0.3,0.45, nan, nan
2901, 欣欣,0.39,0.41,0.38,0.49,0.44
2903, 遠百,0.85,1,0.7,1,1
2904, 匯僑,1.51,1.2,1.35,2,2
2905, 三商,0.5,0.8,0.7,0.6,0.6
2906, 高林,0.4,0.4,0.4,0.5,0.9
2908, 特力,1.3,1.2,1.08,0.95,1.13
2910, 統領,0,0,0.5, nan,0.7
2911, 麗嬰房,0,0.52, nan, nan, nan
2912, 統一超,8.8,25,8,7.2,7
2913, 農林,0.3,0.49,0.5,0.5,0.61
2915, 潤泰全,5.5,4,0.79,1.6,6
2916, 滿心,1.4,1.2,0.7,1.3,1.1
2923, 鼎固-KY,0.72,0.36,0.36,0.36,0.22
2924, 東凌-KY,0,0,0.5,0.5,2.2
2926, 誠品生活,6.8,7.56,7.68,7.58,6.92
2928, 紅馬-KY,0,0.79,3.2,0.95, nan
2929, 淘帝-KY,3.15,4.83,3.23,5.45,6.5
2936, 客思達-KY,0,0.3,4, nan, nan
2937, 集雅社,0.7,0.6,0.46, nan, nan
2939, 凱羿-KY,9,15, nan, nan, nan
3002, 歐格,0,0.25,0.5,0.35,0.8
3003, 健和興,1.8,1.8,1.5,1,0.99
3004, 豐達科,2.5,2,1.5,1.8,0
3005, 神基,3,2.5,3,2,1.3
3006, 晶豪科,1.5,2.24,1.43,1.43,2.65
3008, 大立光,68,72.5,63.5,63.5,51
3010, 華立,3.2,3.3,2.6,2.7,3.3
3011, 今皓,0,0, nan, nan, nan
3013, 晟銘電,0.3,0.5,0.5,0.31, nan
3014, 聯陽,2.7,2.5,2.93,2,2
3015, 全漢,1.25,1.5,1.5,1.5,0.1
3016, 嘉晶,1,0.5,0, nan,0.1
3017, 奇鋐,1,1.3,1.2,1,1
3018, 同開,0,0,0, nan,0.51
3019, 亞光,2.3,1.6,1, nan, nan
3021, 鴻名,0.75,0.75,0.7, nan,0.7
3022, 威強電,0,0.5,3,2,2.5
3023, 信邦,4.48,4,3.7,3.1,2.75
3024, 憶聲,0.32,0, nan, nan, nan
3025, 星通,0,0.13,0.27, nan,0.15
3026, 禾伸堂,9,5.3,2.5,2.5,3.29
3027, 盛達,0,0,0.01,0.15,0.3
3028, 增你強,1.7,1.82,1.5,1.7,1.7
3029, 零壹,1.5,1.3,1.2,1,0.41
3030, 德律,3.7,3,3,4,4.3
3031, 佰鴻,0.52,0.85,0.8,0.07,0.5
3032, 偉訓,2.25,2,2.2,2,2
3033, 威健,1.02,1.31,1.06,1.5,1.94
3034, 聯詠,8.8,7.1,7,9,10
3035, 智原,0.8,2.7,1,2,1.52
3036, 文曄,2.35,2.5,2.4,2.9,3
3037, 欣興,0.8,0.5,0.3,0.3,0.5
3038, 全台,0.5,0.41,0.41,0.32, nan
3040, 遠見,2,9,5,2.5,3
3041, 揚智,0,0, nan, nan,0.79
3042, 晶技,2,2.5,2.8,2.5,2.5
3043, 科風,0,0, nan, nan, nan
3044, 健鼎,5.9,5.25,4.25,3.25,2.75
3045, 台灣大,5.55,5.6,5.6,5.6,5.6
3046, 建碁,0.3,0, nan, nan, nan
3047, 訊舟,0,0,0.5,0.5,0.6
3048, 益登,0.7,1,0.5,1,0.99
3049, 和鑫,0,0, nan, nan, nan
3050, 鈺德,0.3,0.6,0.3,0.8, nan
3051, 力特,0,0, nan, nan, nan
3052, 夆典,0,0.7,0.3,0.5,0.4
3054, 立萬利,0,0.4,0.11, nan,0.12
3055, 蔚華科,1,0.8,0.82,1,1.2
3056, 總太,1.5,2,2.5,2,0.5
3057, 喬鼎,0,0, nan,0.3,1.99
3058, 立德,0.2,0,0.5,0.5,0.5
3059, 華晶科,0.5,0.49,0.8,1,1
3060, 銘異,0,0.6,1.5,3.8,2.2
3062, 建漢,0.4,0.35,0.8,1,0.7
3064, 泰偉,0,0, nan, nan, nan
3066, 李洲,0,0, nan, nan, nan
3067, 全域,0,0, nan, nan, nan
3071, 協禧,1.2,0.9, nan, nan, nan
3073, 凱柏實業,0,0, nan, nan, nan
3078, 僑威,1.45,1.75,2.35,1.9,1.6
3081, 聯亞,5,5,8,9,7
3083, 網龍,0,0, nan, nan, nan
3085, 新零售,0,0, nan, nan, nan
3086, 華義,0,0, nan, nan, nan
3088, 艾訊,3.75,5.53,3.65,4.3,3.99
3089, 元炬,0,0, nan, nan, nan
3090, 日電貿,6.5,2.5,2,2,1.5
3092, 鴻碩,4.5,4,2,0.6,0.5
3093, 港建,1.3,0.55,1.82,2.4,1.7
3094, 聯傑,0.8,0.9,1.1,1.16,1.15
3095, 及成,0,0, nan, nan, nan
3105, 穩懋,5,7,4.5,0.5,0.2
3114, 好德,1.5,0.6,0.5,0.8,0.8
3115, 寶島極,0,0, nan, nan, nan
3118, 進階,1,1.9,1.9,2.2,2
3122, 笙泉,0,0.2,0.51,0.8,1
3128, 昇銳,0.5,0.4,0.3, nan, nan
3130, 一零四,8.51,9.6,10.81,8,7
3131, 弘塑,8,10,10,12,7.5
3141, 晶宏,1.51,1,0.57,0.31,0.62
3144, 新揚科,1,1.1,0.7,0.8,1.5
3147, 大綜,1.7,1.24,1, nan, nan
3149, 正達,0,0, nan, nan, nan
3152, 璟德,9.88,10.9,10.5,9.95,6.66
3162, 精確,0,0, nan, nan, nan
3163, 波若威,0.6,0,2.2, nan,1.08
3164, 景岳,1.5,0, nan, nan, nan
3167, 大量,3.5,2.5,1.5,1.5,1.5
3169, 亞信,2,1.8,1,1.5,1.5
3171, 新洲,0.5,0.35,0.25, nan, nan
3176, 基亞,0,0, nan, nan, nan
3178, 公準,1,1,2.35, nan, nan
3188, 鑫龍騰,0.5,0, nan, nan, nan
3189, 景碩,1.5,1.5,3,3.5,4
3191, 和進,0,0, nan, nan, nan
3202, 樺晟,0,0,0.2, nan,0.2
3205, 佰研,0,1.61,4,2.92, nan
3206, 志豐,1.6,1,1,1.2,0.5
3207, 耀勝,0,0, nan, nan, nan
3209, 全科,1,0.8,1.1,1.2,1.3
3211, 順達,3.5,2.5,3,3.5,5
3213, 茂訊,2.8,4,3.4,3.1,3.1
3217, 優群,3,2.55,2,1,1.3
3218, 大學光,1.25,1.2,0.5,1.1,1.05
3219, 倚強股份,0,0, nan, nan, nan
3221, 台嘉碩,0.42,0.48,1,1,1.3
3224, 三顧,0,0,0,0, nan
3226, 至寶電,3,2,2,2, nan
3227, 原相,5.27,4.47,0.5,2.4,3
3228, 金麗科,0,0,0, nan, nan
3229, 晟鈦,0,0, nan, nan, nan
3230, 錦明,0,0, nan, nan, nan
3231, 緯創,1.49,1.17,1.18,1.2,1.23
3232, 昱捷,0.2,0.1, nan,0.4,1.5
3234, 光環,0,0,1,5,2.56
3236, 千如,0.35,0.5,1.1,0.1,0.15
3252, 海灣,0.5,0, nan, nan, nan
3257, 虹冠電,4,0.5,0.65,0.65,2.75
3259, 鑫創,0,0, nan, nan, nan
3260, 威剛,0.2,6,4,0.5,2.52
3264, 欣銓,1.6,1.65,1.25,1.3,1.6
3265, 台星科,1.2,1.3,0.85,0.25,2.26
3266, 昇陽,0.5,0, nan, nan,1
3268, 海德威,0,0, nan, nan,0.1
3272, 東碩,1,1.35,1.49,1.77,4.38
3276, 宇環,0,0.2,0.5,0.1,0.3
3284, 太普高,0.3,1.04,0.7,0.7, nan
3285, 微端,1.2,0.46,1,1,0.8
3287, 廣寰科,0,0, nan, nan, nan
3288, 點晶,0,0, nan, nan, nan
3289, 宜特,0,1,1.98,4.88,2
3290, 東浦,1,0.3,0.3,1,0.5
3293, 鈊象,11,11,10,4.5,2.8
3294, 英濟,0.23,0.46,0.32,0.3, nan
3296, 勝德,1,0,1.2,0.1,0.3
3297, 杭特,0,0.5,0.3,0.8,1.8
3303, 岱稜,1.6,0.49,1.5,1.2,0.6
3305, 昇貿,1.03,1.03,2.36,1,2
3306, 鼎天,0.5,0.5,0.5,1,1.4
3308, 聯德,0,0, nan, nan, nan
3310, 佳穎,5,1.5,0.5,0.5,0.3
3311, 閎暉,0,0, nan,0.59,1.27
3312, 弘憶股,0.6,0, nan,0,0
3313, 斐成,0,0, nan, nan, nan
3317, 尼克森,0.7,0.5, nan, nan, nan
3321, 同泰,0,0, nan,1.7, nan
3322, 建舜電,0.25,0, nan, nan,0.37
3323, 加百裕,2.06,2,1,1,1
3324, 雙鴻,1.52,2.03,3.55,0.92,0.2
3325, 旭品,0,0,0.5,0.14, nan
3332, 幸康,2.2,3,2,2.2,2.65
3338, 泰碩,1.2,0.3,2.2,1.5,2
3339, 泰谷,0,0, nan, nan, nan
3346, 麗清,1.5,2.5,3, nan, nan
3354, 律勝,0.5,0.4,0.11,0.23,0.61
3356, 奇偶,0,0,0.99,4,5.4
3360, 尚立,0.4,0.4,1.17,1.26,1
3362, 先進光,0.5,0.03,0.3, nan,1.01
3363, 上詮,1.5,1,0.5, nan,0.5
3372, 典範,0,0, nan, nan, nan
3373, 熱映,0.5,0.3,0.16,1.4,0.7
3374, 精材,0,0, nan,0.5,1.06
3376, 新日興,3.99,2.5,3,4,4
3379, 彬台,0,0, nan, nan,0.6
3380, 明泰,1,1,1.04,0.5,1.2
3383, 新世紀,0,0, nan, nan, nan
3388, 崇越電,5.1,4.6,4,4,5
3390, 旭軟,1.1,1,1,0.8,2
3402, 漢科,3,2.45,2,0.85,0.48
3406, 玉晶光,3.5,3.5, nan, nan, nan
3413, 京鼎,7,6,4,4,1
3416, 融程電,2.6,2.5,3,3.5,4
3419, 譁裕,0,0,0.42, nan, nan
3426, 台興,2.5,1,2.5, nan, nan
3432, 台端,0.5,2,0.1,0.2,0.5
3434, 哲固,0.3,0,0.55,0.35, nan
3437, 榮創,0,0.6,0.35,1.5,1.55
3438, 類比科,0,0, nan,0.3,1.98
3441, 聯一光,1.5,1.5,1.2, nan,0.6
3443, 創意,5,5,3.5,3,3
3444, 利機,1,1,1,1,1
3450, 聯鈞,3,3,6.5,6.5,4.5
3454, 晶睿,2.5,4,4.75,4.5,4
3455, 由田,3,2.05,2.5,2.5,0.5
3465, 進泰電子,0,0, nan, nan, nan
3466, 致振,0,0,0.5,0.5,1.5
3479, 安勤,2.6,2.6,3.6,3.6,2.8
3481, 群創,0.06,0.8,0.1,0.2,0.7
3483, 力致,0.1,0.41,1.9,0.1,0.15
3484, 崧騰,1.3,1.9,2.1,2.1,2.59
3489, 森寶,0.3,0,0.36, nan, nan
3490, 單井,0.49,0.5,0.25,0.2,3.71
3491, 昇達科,3.4,3.85,4,4.3,4.08
3492, 長盛,1,1.2,1.7,1.3,0.89
3494, 誠研,0,0, nan, nan,0.29
3498, 陽程,0,0.5,0.5,2.28,2.2
3499, 環天科,0.35,0.3, nan, nan, nan
3501, 維熹,3.5,3.2,4,4,2.6
3504, 揚明光,0.5,0, nan,0.56,1.48
3508, 位速,0,0, nan, nan, nan
3511, 矽瑪,0,0,0,0.8, nan
3512, 皇龍,0,0, nan, nan, nan
3515, 華擎,4,4,2,2.5,4
3516, 亞帝歐,0,0, nan, nan, nan
3518, 柏騰,0,0,0.51,1,2
3520, 振維,0,0, nan, nan, nan
3521, 鴻翊,0,0, nan, nan, nan
3522, 御頂,0,0, nan, nan,0.5
3523, 迎輝,0,0, nan, nan, nan
3526, 凡甲,5.2,2.53,4.8,1.5,1.18
3527, 聚積,5,2.27,4,3.5,4.5
3528, 安馳,2.5,2.3,2.4,2.3,2.2
3529, 力旺,8,7.5,5.76,6,6
3530, 晶相光,2,2,1.48, nan, nan
3531, 先益,1.2,2,1.1,0.25,1.5
3532, 台勝科,9,2.08,0.67,1.1,1
3533, 嘉澤,8.7,5.5,4,4.5,5.5
3535, 晶彩科,0,0, nan, nan, nan
3536, 誠創,0,0,0, nan,0
3537, 堡達,2.4,1.8,1.2,1.2,1.2
3540, 曜越,1.5,1.3,1,0.35,0.7
3541, 西柏,4,5,4.5,4,4.5
3545, 敦泰,0.52,0.51,0.66,0.73,0.31
3546, 宇峻,4.3,3.1,3.58, nan,0.5
3548, 兆利,4.5,3.02,3.53,1.31,1.2
3550, 聯穎,1,1.5,1.5,1,1
3551, 世禾,1.6,1.2,1,2,2.5
3552, 同致,0,2,7.47,5.23,3.4
3555, 重鵬,0,1.2,0.1, nan, nan
3556, 禾瑞亞,3.3,4.1,3.1,3.7,4.3
3557, 嘉威,0,0, nan, nan, nan
3558, 神準,6.5,6,8,13,9.49
3562, 頂晶科,0,0,0, nan, nan
3563, 牧德,27,10,4.2,3.6,3.63
3564, 其陽,0,0,2,2.99,1.8
3567, 逸昌,2,2.3,2,1.1,0.7
3570, 大塚,3,1.28,3,3.5,4
3576, 聯合再生,0,0, nan, nan,0.2
3577, 泓格,0.7,1.5,2,1.3,1.5
3580, 友威科,2.1,3, nan, nan, nan
3581, 博磊,0.7,1,0.92,1,1.1
3583, 辛耘,2.5,2,2.02,1,1.52
3587, 閎康,3,2.5,3.5,2.96,4
3588, 通嘉,0.75,0.5,1.5,1.5,2.01
3591, 艾笛森,0.3,0, nan,0.32,0.31
3593, 力銘,0,0, nan, nan, nan
3594, 磐儀,0.1,0.2,0,0.2,1.09
3596, 智易,3.5,2,3.9,1.6,2.2
3605, 宏致,0.7,0.4,0.6,0.4,1.2
3607, 谷崧,0.5,0.8,1.5,4.2,4.15
3609, 東林,0.5,0.2, nan, nan, nan
3611, 鼎翰,10,10,10,10,9
3615, 安可,0.3,0.6,0.1,0.3, nan
3617, 碩天,5.3,5,4.75,4.5,4.23
3622, 洋華,0.5,0.3, nan, nan, nan
3623, 富晶通,2.5,3.19,4,5.42,3
3624, 光頡,1.2,0.5,0.5,2.5,1
3625, 西勝,1,1, nan, nan, nan
3628, 盈正,1.5,2.5,2,3.25,4
3629, 地心引力,0,0, nan, nan, nan
3630, 新鉅科,0,0, nan, nan, nan
3631, 晟楠,0,0, nan, nan, nan
3632, 研勤,0,0,0, nan, nan
3642, 駿熠電,0,0, nan, nan,0.37
3645, 達邁,1.5,1.5,1.2,0.5,1.5
3646, 艾恩特,1,1,0.99,1,1
3652, 精聯,0.7,0.7,0.61,0.7,0.8
3653, 健策,3.53,2,2,2.5,3.8
3661, 世芯-KY,1.53,1.07, nan,0.47,0.66
3663, 鑫科,0.4,0.5,0.6, nan,0.5
3664, 安瑞-KY,0,0, nan, nan, nan
3665, 貿聯-KY,7.5,6.83,6.31,5.5,4.97
3666, 光耀,0,1.3,1,1,3
3669, 圓展,0.4,0.4,0.88,0.2,0.41
3672, 康聯訊,0.3,0.6,1.83,1.8,2
3673, TPK-KY,0,3, nan, nan,0.47
3675, 德微,2,2,3.46,0.63, nan
3679, 新至陞,3,6.11,8,4,3.5
3680, 家登,0.25,0.25,0.37,0.51,0.5
3682, 亞太電,0,0, nan, nan, nan
3684, 榮昌,1.54,2.7,2.5,2.5,2.7
3685, 元創精密,0.6,0.4, nan, nan, nan
3686, 達能,0,0, nan, nan, nan
3687, 歐買尬,0,0, nan, nan, nan
3689, 湧德,1.2,2.3,1.6,1.5,4.3
3691, 碩禾,0,5,15.19,20,15
3693, 營邦,0,0,3,5.3,5.66
3694, 海華,0,0, nan, nan, nan
3698, 隆達,0.2,0.2, nan,0.63,1.06
3701, 大眾控,0,0, nan, nan, nan
3702, 大聯大,2.7,2.4,2.29,2.4,2.5
3703, 欣陸,0.9,0.6,0.5,0.5, nan
3704, 合勤控,0,0,0.2, nan,0.15
3705, 永信,2.2,2,1.5,2.5,2
3706, 神達,1.5,1.3,2.5,1.59,0.69
3707, 漢磊,0.15,0,0, nan, nan
3708, 上緯投控,5,1.99,1.01, nan, nan
3709, 鑫聯大投控,0.7,0.8, nan, nan, nan
3710, 連展投控,0,0, nan, nan, nan
3711, 日月光投控,2.5,2.5, nan, nan, nan
3712, 永崴投控,0, nan, nan, nan, nan
4102, 永日,0,0, nan, nan,0.3
4104, 佳醫,3,2.79,2.5,2.5,2.5
4105, 東洋,4.5,4.5,3.8,3.5,2.5
4106, 雃博,0.65,0.8,0.8,1,1
4107, 邦特,4,3.5,2,2.6,2.61
4108, 懷特,0,0, nan, nan, nan
4109, 加捷生醫,0,0,0.08,0.2,0.2
4111, 濟生,0.6,0.8,0.8,0.6,0.4
4113, 聯上,0.3,0.11,0.13,0.81,0.95
4114, 健喬,0.2,0.2,0.84,0.2,0.2
4116, 明基醫,1.35,1,0.7,1.5, nan
4119, 旭富,4.2,2.15,4.2,4,3.11
4120, 友華,1.8,2.5,1.8,1.8,1.6
4121, 優盛,0.1,0.3, nan, nan, nan
4123, 晟德,1.5,2.41,0,0,0
4126, 太醫,3.2,2.5,2.5,2.5,2.5
4127, 天良,0,0, nan,0.3,0.7
4128, 中天,0,0, nan, nan, nan
4129, 聯合,2,1.26,1.39,1.6,1.21
4130, 健亞,0.3,0.8,0.35,0.5,0.5
4131, 晶宇,0,0, nan, nan, nan
4133, 亞諾法,0.6,0.8,0.4,0.67,1.03
4137, 麗豐-KY,12,8.04,6.5,10,7
4138, 曜亞,3.15,3.4,3.56,3.63,3.5
4139, 馬光-KY,0,0, nan,0,0
4141, 龍燈-KY,0,0,1.2, nan,0.7
4142, 國光生,0,0, nan, nan, nan
4144, 康聯-KY,0.53,0,1,1.5,3.62
4147, 中裕,0,0, nan, nan, nan
4148, 全宇生技-KY,2.4,2.65, nan, nan, nan
4152, 台微體,0,0, nan, nan, nan
4153, 鈺緯,1.48,0, nan,3,2.59
4154, 康樂-KY,0,0, nan, nan,1
4155, 訊映,2.25,1.52,1.55, nan, nan
4157, 太景*-KY,0,0, nan, nan, nan
4160, 創源,0.63,0.4, nan, nan, nan
4161, 聿新科,0.5,0,0.15,0.5,1.03
4162, 智擎,1,2,3,2,1
4163, 鐿鈦,4.5,2.3,6,4.5,5
4164, 承業醫,1.79,1.1,1,2,2
4167, 展旺,0,0, nan,0, nan
4168, 醣聯,0,0, nan, nan, nan
4171, 瑞基,0,0, nan, nan, nan
4173, 久裕,1.04,0.3,0.54,0.3,0.81
4174, 浩鼎,0,0, nan, nan, nan
4175, 杏一,2.3,2.6,3.2,4,3.2
4183, 福永生技,0.7,0.3,0.8, nan, nan
4188, 安克,0,0, nan,0, nan
4190, 佐登-KY,4.5,2.5,3.5,5, nan
4192, 杏國,0,0, nan,0, nan
4198, 環瑞醫,0,0, nan, nan, nan
4205, 中華食,2.8,3,2.6,2,1.5
4207, 環泰,0.3,0.8, nan, nan,0.21
4303, 信立,1.2,30, nan,0.3,0.1
4304, 勝昱,0,0, nan, nan, nan
4305, 世坤,2.6,2.4,2.4,2.3,1.8
4306, 炎洲,0.49,0.6,0.3,0.5,0.25
4401, 東隆興,2,3,3.6,3.6,3.5
4402, 福大,0,0, nan, nan, nan
4406, 新昕纖,0,0, nan, nan, nan
4413, 飛寶企業,0, nan, nan, nan, nan
4414, 如興,0,0,0, nan,0
4416, 三圓,2,2,2,4.5,4.5
4417, 金洲,2.5,1.8,2.4,1.8,1
4419, 元勝,0,0, nan, nan, nan
4420, 光明,1.6,1.2,1.2,2.06,1
4426, 利勤,0.36,0.4,0.6,0.6,0.6
4429, 聚紡,0,0,0.5,0.5,0.5
4430, 耀億,1.5,1,1,1.2,1.2
4432, 銘旺實,1.16,0.93,2.4,4,4
4433, 興采,0.88,0.5,1.02,1,0.8
4438, 廣越,6,4.56,6.2,7.2, nan
4439, 冠星-KY,0, nan, nan, nan, nan
4502, 健信,0.3,1.25,0.5, nan, nan
4503, 金雨,0.5,0, nan, nan, nan
4506, 崇友,2.6,3.1,2.2,1.7,1.5
4510, 高鋒,0.65,0.55,0.7,0.8,1.2
4513, 福裕,0.8,0, nan,0.5, nan
4523, 永彰,0,0.1,0.2,0.2,0.3
4526, 東台,0.3,0,0.5,0.8,1
4527, 方土霖,2,2,2.2,1.8,1.8
4528, 江興鍛,2.1,2.2,1.7,2,1.5
4529, 淳紳,0,0, nan, nan, nan
4530, 宏易,0,0, nan, nan, nan
4532, 瑞智,1.2,1.75,2.28,1.6,2
4533, 協易機,0.45,0.45,0.6,0.5,0.6
4534, 慶騰,0,0.3,1.22,0.5,0.6
4535, 至興,1.15,2.15,2.25,2.25,2.5
4536, 拓凱,5.5,3,6,5,4.5
4538, 大詠城,1.2,1.4,0.5, nan, nan
4540, 全球傳動,3.6,1.2,0.3, nan, nan
4541, 晟田,1.09,0.3,0.3,0.9,1.2
4542, 科嶠,1.2,1.8, nan,0.6,3
4543, 萬在,1,0.3,0.4,1.2, nan
4545, 銘鈺,0.35,0.5,2.25,5.5, nan
4549, 桓達,4,4,3.5,2.8,3.8
4550, 長佳,1.25,1.27,1.97,1.3,1.25
4551, 智伸科,3.1,6.35,4.6,3.25,3.85
4552, 力達-KY,2.3,5,8, nan, nan
4554, 橙的,0,0,0.8,1.8, nan
4555, 氣立,2,2,2,3.1,3.5
